Min	Avg	Max
-1	-7,26	-17
-1	-8,28	-17
-1	-7,78	-17
-1	-7,6	-16
-1	-7,16	-13
-1	-7,64	-15
-1	-7,82	-16
-1	-8,44	-18
-1	-7,34	-19
-1	-6,82	-14
-1	-7,08	-15
-1	-7,36	-16
-1	-8,22	-15
-1	-7,76	-14
-1	-7,86	-18
-1	-8,34	-17
-1	-8,34	-16
-1	-8,72	-17
-1	-8,02	-16
-1	-7,92	-18
-1	-7,42	-13
-1	-6,92	-13
-1	-6,64	-18
-1	-7,62	-22
-1	-7,58	-18
-1	-7,4	-16
-1	-7,86	-16
-1	-7,96	-16
-1	-6,94	-14
-1	-7,18	-17
-1	-7,8	-17
-1	-7,06	-14
-1	-7,14	-13
-1	-7,14	-14
-1	-7,64	-16
-1	-7,44	-14
-1	-7,26	-14
-1	-7,68	-14
-1	-7,42	-20
-1	-7,62	-17
-1	-7,44	-14
-1	-7,96	-15
-1	-7,68	-16
-1	-7,2	-16
-1	-7,64	-19
-1	-7,7	-14
-1	-7,8	-17
-1	-7,52	-20
-1	-7,88	-15
-1	-7,08	-16
-1	-7,6	-16
-1	-7,34	-14
-1	-8,24	-17
-1	-7,56	-15
-1	-7,9	-21
-1	-7,82	-17
-1	-7,58	-14
-1	-7,82	-15
-1	-7,16	-16
-1	-6,68	-13
-1	-6,52	-15
-1	-6,96	-15
-1	-6,74	-14
-1	-6,92	-15
-1	-7,08	-14
-1	-7,88	-15
-1	-7,62	-15
-1	-7,38	-15
-1	-6,74	-15
-1	-7,18	-14
-1	-6,14	-14
-1	-7,18	-15
-1	-7,6	-15
-1	-7,38	-15
-1	-7,2	-15
-1	-7,28	-17
-1	-7,16	-15
-1	-7,38	-17
-1	-7,88	-20
-1	-8,42	-15
-1	-7,66	-15
-1	-7,46	-14
-1	-7,8	-17
-1	-7,24	-15
-1	-8,1	-17
-1	-8,62	-19
-1	-8,56	-18
-1	-8,14	-16
-1	-8,14	-16
-1	-7,7	-14
-1	-7,42	-14
-1	-7,96	-20
-1	-8,32	-22
-1	-8,08	-14
-1	-7,46	-13
-1	-7,6	-17
-1	-7,28	-15
-1	-7,68	-17
-1	-8,14	-17
-1	-8,28	-18
-1	-8,76	-16
-1	-8,34	-16
-1	-8,14	-17
-1	-8,26	-16
-1	-9,2	-21
-1	-8,58	-16
-1	-7,34	-22
-1	-7,14	-16
-1	-7,08	-14
-1	-7,08	-14
-1	-7,38	-18
-1	-7,38	-15
-1	-7,42	-17
-1	-7,56	-15
-1	-6,98	-16
-1	-8,54	-21
-1	-7,32	-16
-1	-6,88	-17
-1	-7,12	-16
-1	-7,36	-15
-1	-7,5	-15
-1	-6,86	-14
-1	-6,96	-13
-1	-7,18	-16
-1	-8,26	-16
-1	-8,22	-17
-1	-8,06	-20
-1	-7,4	-18
-1	-7,3	-16
-1	-8,18	-17
-1	-8,16	-18
-1	-9,14	-16
-1	-8,68	-17
-1	-7,88	-15
-1	-7,9	-15
-1	-8,1	-18
-1	-7,92	-14
-1	-8,02	-19
-1	-7,64	-15
-1	-6,36	-16
-1	-6,66	-14
-1	-7,48	-18
-1	-7,48	-16
-1	-7,06	-15
-1	-7,56	-15
-1	-8,22	-18
-1	-8,6	-23
-1	-7,8	-15
-1	-7,72	-17
-1	-7,32	-18
-1	-7,54	-14
-1	-8,32	-18
-1	-8,18	-16
-1	-8,28	-17
-1	-8,3	-16
-1	-7,94	-16
-1	-7,06	-16
-1	-8,02	-14
-1	-7,46	-22
-1	-7,8	-18
-1	-8,74	-18
-1	-8,4	-18
-1	-9,14	-19
-1	-8,4	-20
-1	-8,22	-15
-1	-8,08	-15
-1	-7,86	-16
-1	-7,44	-15
-1	-8,18	-18
-1	-8,38	-15
-1	-7,68	-16
-1	-7,02	-12
-1	-6,5	-12
-1	-7,24	-19
-1	-8,36	-20
-1	-7,92	-16
-1	-7,94	-16
-1	-8,06	-16
-1	-8,26	-15
-1	-7,36	-16
-1	-6,68	-14
-1	-7,38	-16
-1	-7,74	-16
-1	-7,16	-16
-1	-7,18	-15
-1	-7,44	-19
-1	-7,74	-16
-1	-7,74	-16
-1	-7,44	-14
-1	-7,42	-15
-1	-7,7	-17
-1	-7,46	-15
-1	-6,84	-14
-1	-6,88	-15
-1	-7,46	-14
-1	-8,12	-15
-1	-7,5	-14
-1	-7,08	-14
-1	-7,22	-15
-1	-7,12	-14
-1	-7,18	-16
-1	-6,96	-17
-1	-6,78	-14
-1	-7,14	-17
-1	-6,98	-14
-1	-7,38	-13
-1	-6,96	-14
-1	-7,74	-16
-1	-7,56	-18
-1	-7,68	-16
-1	-6,98	-13
-1	-7,68	-14
-1	-7,82	-25
-1	-7,22	-14
-1	-7,16	-13
-1	-8,16	-16
-1	-8,54	-19
-1	-8,46	-16
-1	-8,22	-17
-1	-8,06	-16
-1	-7,7	-18
-1	-7,68	-14
-1	-7,62	-20
-1	-7,98	-19
-1	-8,14	-17
-1	-7,12	-14
-1	-7,36	-17
-1	-7,12	-15
-1	-7,38	-16
-1	-7,24	-13
-1	-7,86	-13
-1	-7,5	-16
-1	-7,46	-15
-1	-8,2	-16
-1	-7,6	-17
-1	-7,4	-16
-1	-8,6	-15
-1	-7,94	-16
-1	-8,06	-16
-1	-7,02	-16
-1	-7,18	-14
-1	-7,24	-20
-1	-7,08	-14
-1	-6,86	-18
-1	-7,38	-15
-1	-7,54	-20
-1	-7,28	-14
-1	-7,28	-13
-1	-7,64	-14
-1	-7,64	-14
-1	-7,42	-17
-1	-8,1	-16
-1	-7,8	-15
-1	-8,36	-16
-1	-7,74	-15
-1	-7,06	-16
-1	-7,2	-20
-1	-7,48	-14
-1	-7,32	-20
-1	-7,9	-16
-1	-7,82	-15
-1	-8,08	-15
-1	-6,98	-16
-1	-7,68	-20
-1	-8,62	-14
-1	-8,28	-17
-1	-7,32	-15
-1	-6,76	-16
-1	-7,28	-14
-1	-7,44	-17
-1	-7,78	-15
-1	-7,66	-15
-1	-8,1	-16
-1	-8,56	-19
-1	-9,46	-20
-1	-8,52	-16
-1	-7,7	-17
-1	-6,98	-16
-1	-7,76	-18
-1	-7,4	-15
-1	-7,54	-14
-1	-7,7	-14
-1	-8,06	-15
-1	-8,2	-16
-1	-7,26	-15
-1	-7,48	-14
-1	-8,06	-19
-1	-7,4	-19
-1	-7,72	-17
-1	-7,5	-16
-1	-8,28	-15
-1	-7,26	-19
-1	-7,88	-14
-1	-6,9	-16
-1	-7,22	-13
-1	-6,92	-13
-1	-6,92	-16
-1	-6,58	-16
-1	-7,28	-14
-1	-7,4	-14
-1	-7,08	-15
-1	-7,7	-15
-1	-8,64	-23
-1	-7,88	-16
-1	-7,96	-19
-1	-8,04	-16
-1	-7,7	-16
-1	-8,06	-15
-1	-6,96	-15
-1	-7,8	-18
-1	-8,24	-17
-1	-9,12	-19
-1	-8,78	-15
-1	-8,02	-16
-1	-7,98	-15
-1	-8,08	-17
-1	-7,64	-15
-1	-7,04	-12
-1	-7,1	-16
-1	-7,36	-15
-1	-7,24	-17
-1	-7,34	-14
-1	-8,26	-14
-1	-7,22	-15
-1	-7,14	-17
-1	-6,7	-17
-1	-6,74	-12
-1	-6,48	-16
-1	-6,96	-14
-1	-6,94	-14
-1	-6,34	-13
-1	-5,8	-16
-1	-7,16	-14
-1	-6,34	-11
-1	-6,28	-18
-1	-6,62	-20
-1	-6,96	-13
-1	-8,14	-18
-1	-7,68	-16
-1	-8,3	-17
-1	-8,24	-17
-1	-7,76	-14
-1	-7,52	-16
-1	-7,2	-16
-1	-7,16	-13
-1	-7,48	-15
-1	-8,46	-15
-1	-8,26	-16
-1	-7,9	-14
-1	-7,7	-18
-1	-8,26	-19
-1	-6,86	-13
-1	-6,34	-17
-1	-6,6	-14
-1	-7,78	-16
-1	-7,6	-16
-1	-7,6	-15
-1	-7,24	-18
-1	-7,46	-14
-1	-7,58	-17
-1	-6,86	-15
-1	-7,54	-15
-1	-8	-14
-1	-6,68	-14
-1	-7,22	-17
-1	-7,56	-16
-1	-7,76	-16
-1	-8,14	-16
-1	-7,96	-16
-1	-7,82	-18
-1	-8,26	-20
-1	-7,9	-16
-1	-7,8	-16
-1	-6,34	-16
-1	-7,34	-14
-1	-7,62	-18
-1	-8,76	-18
-1	-7,7	-17
-1	-7,6	-16
-1	-8,08	-15
-1	-7,92	-18
-1	-7,86	-15
-1	-7,84	-14
-1	-8,24	-15
-1	-7,24	-14
-1	-7,44	-20
-1	-7,5	-14
-1	-7,26	-16
-1	-7,54	-20
-1	-7,12	-16
-1	-7,44	-14
-1	-7,46	-14
-1	-7,42	-17
-1	-7,28	-14
-1	-7,22	-14
-1	-7,56	-15
-1	-7,28	-15
-1	-7,74	-15
-1	-8	-16
-1	-7,9	-16
-1	-6,9	-14
-1	-7,12	-16
-1	-6,64	-13
-1	-7,86	-16
-1	-7,54	-16
-1	-8	-20
-1	-8,44	-17
-1	-8,2	-21
-1	-8,48	-18
-1	-8,18	-18
-1	-8,32	-15
-1	-8,26	-16
-1	-9,04	-16
-1	-7,8	-17
-1	-7,36	-14
-1	-6,86	-17
-1	-6,5	-14
-1	-6,68	-17
-1	-7,28	-15
-1	-7,4	-13
-1	-7,16	-19
-1	-6,98	-17
-1	-6,96	-15
-1	-7,22	-16
-1	-6,48	-13
-1	-6,7	-17
-1	-7,18	-19
-1	-7,76	-16
-1	-8,38	-19
-1	-8,98	-17
-1	-8,82	-17
-1	-8,16	-16
-1	-8,28	-17
-1	-8,28	-16
-1	-8	-15
-1	-8	-17
-1	-7,82	-16
-1	-8,06	-15
-1	-7,8	-14
-1	-7,6	-16
-1	-7,54	-13
-1	-7,8	-16
-1	-7,86	-16
-1	-8,12	-21
-1	-7,78	-13
-1	-8,12	-14
-1	-7,68	-18
-1	-7,2	-17
-1	-7,2	-17
-1	-7,3	-16
-1	-7,46	-18
-1	-7,74	-18
-1	-7,12	-17
-1	-7,54	-15
-1	-7,58	-15
-1	-7,26	-16
-1	-7,52	-16
-1	-8,12	-18
-1	-8,4	-19
-1	-7,66	-16
-1	-7,8	-14
-1	-7,56	-19
-1	-7,38	-15
-1	-8,18	-17
-1	-8,38	-17
-1	-8,3	-19
-1	-8,44	-17
-1	-7,92	-16
-1	-8	-17
-1	-8,6	-15
-1	-8,2	-16
-1	-7,38	-16
-1	-7,22	-16
-1	-7,12	-14
-1	-7,48	-13
-1	-7,12	-15
-1	-7,66	-14
-1	-7,36	-15
-1	-7,98	-16
-1	-8,18	-14
-1	-7,98	-14
-1	-8,18	-17
-1	-8,14	-18
-1	-8,06	-16
-1	-7,86	-16
-1	-8,32	-21
-1	-8,36	-16
-1	-8,12	-16
-1	-7,36	-15
-1	-7,88	-15
-1	-7,6	-15
-1	-7,74	-17
-1	-7,06	-16
-1	-7,22	-14
-1	-7,48	-20
-1	-7,62	-17
-1	-7,44	-16
-1	-7,46	-16
-1	-7,7	-18
-1	-7,64	-14
-1	-6,8	-15
-1	-7,7	-14
-1	-7,58	-17
-1	-7,16	-17
-1	-6,86	-18
-1	-8,24	-18
-1	-7,4	-14
-1	-7,78	-16
-1	-7,3	-14
-1	-7,6	-14
-1	-7,78	-17
-1	-7,76	-18
-1	-7,54	-16
-1	-7,06	-14
-1	-7,96	-17
-1	-8,06	-16
-1	-7,9	-15
-1	-8,88	-16
-1	-8,42	-16
-1	-7,76	-14
-1	-7,18	-14
-1	-8,52	-17
-1	-8,08	-15
-1	-8,38	-20
-1	-7,88	-16
-1	-8,02	-19
-1	-7,92	-13
-1	-8,34	-14
-1	-8,02	-16
-1	-8,38	-18
-1	-7,94	-21
-1	-7,64	-18
-1	-7,46	-18
-1	-7,04	-15
-1	-8,4	-15
-1	-7,42	-15
-1	-7,08	-14
-1	-7,52	-14
-1	-6,56	-13
0	-7,2	-14
