Min	Avg	Max
-1	-4,9	-12
-1	-5,14	-13
-1	-5,16	-12
-1	-4,98	-11
-1	-5,2	-18
-1	-5	-12
-1	-4,76	-11
-1	-4,76	-15
-1	-4,78	-11
-1	-5,12	-19
-1	-5,36	-11
-1	-4,68	-11
-1	-4,74	-14
-1	-4,64	-11
-1	-4,8	-10
-1	-5,06	-15
-1	-5,4	-14
-1	-5,76	-13
-1	-6,18	-14
-1	-6,06	-14
-1	-6,36	-14
-1	-6,02	-12
-1	-6,58	-13
-1	-5,96	-12
-1	-6,06	-13
-1	-5,44	-13
-1	-5,6	-12
-1	-5,62	-12
-1	-5,62	-14
-1	-5,9	-13
-1	-5,92	-15
-1	-5,16	-16
-1	-5,56	-15
-1	-5,18	-13
-1	-5,34	-11
-1	-5,16	-12
-1	-5,74	-12
-1	-6,14	-13
-1	-6,32	-17
-1	-6,04	-14
-1	-5,54	-15
-1	-6,32	-15
-1	-6,08	-12
-1	-5,7	-12
-1	-5,34	-10
-1	-4,9	-12
-1	-4,72	-12
-1	-4,56	-11
-1	-5,28	-13
-1	-4,46	-10
-1	-4,66	-10
-1	-5,24	-11
-1	-4,74	-12
-1	-5,38	-16
-1	-5,44	-12
-1	-4,44	-11
-1	-5,22	-14
-1	-5,7	-11
-1	-5,72	-13
-1	-5,08	-12
-1	-4,94	-10
-1	-4,76	-9
-1	-5,6	-13
-1	-5,12	-14
-1	-5,66	-12
-1	-5,38	-12
-1	-5,26	-13
-1	-4,72	-12
-1	-4,68	-15
-1	-4,46	-11
-1	-4,98	-11
-1	-5,06	-11
-1	-5,1	-11
-1	-4,94	-16
-1	-4,88	-14
-1	-4,98	-11
-1	-5,38	-11
-1	-5,38	-14
-1	-5,02	-12
-1	-5,48	-14
-1	-5,54	-13
-1	-5,92	-12
-1	-5,38	-10
-1	-5,6	-12
-1	-5,56	-13
-1	-4,8	-10
-1	-4,42	-11
-1	-4,58	-13
-1	-4,72	-10
-1	-4,62	-12
-1	-4,5	-11
-1	-4,5	-15
-1	-4,96	-13
-1	-5,04	-12
-1	-5,02	-13
-1	-5,6	-13
-1	-5,84	-19
-1	-5,44	-12
-1	-5,34	-11
-1	-5,56	-13
-1	-5,8	-12
-1	-5,32	-15
-1	-5,44	-14
-1	-5,5	-12
-1	-4,94	-10
-1	-5	-11
-1	-5,22	-11
-1	-5,26	-14
-1	-5,54	-13
-1	-5,12	-11
-1	-4,72	-12
-1	-5,22	-11
-1	-4,76	-11
-1	-5,18	-14
-1	-4,84	-11
-1	-5,38	-12
-1	-5,36	-13
-1	-5,08	-12
-1	-5,72	-11
-1	-5,72	-11
-1	-5,02	-12
-1	-5,28	-11
-1	-4,28	-10
-1	-3,84	-11
-1	-4,2	-13
-1	-5,12	-10
-1	-5,3	-10
-1	-4,88	-14
-1	-5,28	-12
-1	-5,1	-11
-1	-5,26	-13
-1	-5,82	-13
-1	-5,7	-12
-1	-5,56	-11
-1	-4,88	-12
-1	-4,64	-11
-1	-4,6	-12
-1	-4,86	-12
-1	-5,32	-17
-1	-5,56	-12
-1	-5,94	-12
-1	-5,14	-11
-1	-5,66	-11
-1	-5,16	-11
-1	-5,2	-14
-1	-5,2	-11
-1	-5,34	-10
-1	-5,14	-13
-1	-5,44	-11
-1	-5,04	-12
-1	-6,16	-15
-1	-5,8	-14
-1	-5,22	-13
-1	-5,34	-15
-1	-5,52	-14
-1	-6,58	-13
-1	-6,6	-16
-1	-6,98	-13
-1	-6	-11
-1	-5,84	-12
-1	-4,76	-11
-1	-4,6	-9
-1	-5,02	-10
-1	-5,2	-13
-1	-5,44	-13
-1	-5,34	-12
-1	-4,76	-10
-1	-4,62	-11
-1	-4,42	-11
-1	-4,52	-11
-1	-4,42	-12
-1	-4,28	-10
-1	-4,42	-13
-1	-4,02	-10
-1	-4,08	-10
-1	-4,34	-13
-1	-4,4	-12
-1	-4,9	-11
-1	-5,16	-12
-1	-5,06	-12
-1	-4,68	-11
-1	-4,2	-8
-1	-4,62	-11
-1	-4,7	-13
-1	-4,76	-12
-1	-5,48	-14
-1	-5,62	-14
-1	-5,98	-16
-1	-6	-12
-1	-5,8	-13
-1	-5,68	-12
-1	-5,7	-14
-1	-5,46	-15
-1	-6,06	-12
-1	-6,04	-16
-1	-6,78	-14
-1	-5,52	-14
-1	-5,68	-13
-1	-5,24	-13
-1	-5,38	-13
-1	-5,58	-10
-1	-5,52	-11
-1	-5,28	-15
-1	-5,22	-15
-1	-5,2	-12
-1	-5,46	-12
-1	-5,48	-11
-1	-5,94	-14
-1	-5,52	-13
-1	-5,68	-15
-1	-5,6	-12
-1	-5,58	-12
-1	-5,56	-15
-1	-5,92	-15
-1	-5,7	-11
-1	-5,14	-11
-1	-5,92	-12
-1	-5,42	-13
-1	-5,56	-11
-1	-5,82	-13
-1	-5,88	-13
-1	-5,24	-13
-1	-6,04	-15
-1	-5,56	-14
-1	-5,9	-18
-1	-6,22	-13
-1	-5,94	-12
-1	-5,02	-16
-1	-4,58	-10
-1	-4,46	-9
-1	-4,74	-11
-1	-4,58	-11
-1	-5,4	-14
-1	-6,04	-12
-1	-6,06	-14
-1	-6,42	-16
-1	-5,88	-15
-1	-6,1	-13
-1	-6	-15
-1	-5,72	-13
-1	-5,92	-15
-1	-5,82	-13
-1	-4,96	-13
-1	-5,12	-13
-1	-5,18	-11
-1	-5,38	-14
-1	-6,08	-12
-1	-5,82	-14
-1	-5,56	-11
-1	-5,64	-12
-1	-5,5	-13
-1	-6,34	-13
-1	-5,24	-11
-1	-5,4	-16
-1	-5,88	-15
-1	-5,1	-12
-1	-5,16	-15
-1	-5,48	-13
-1	-5,84	-15
-1	-4,9	-12
-1	-5,26	-13
-1	-5,64	-15
-1	-5	-12
-1	-5,32	-11
-1	-5,54	-12
-1	-5,56	-13
-1	-5,86	-15
-1	-5	-12
-1	-4,6	-13
-1	-4,94	-10
-1	-5,36	-15
-1	-5,8	-13
-1	-5,74	-16
-1	-5,2	-13
-1	-5,52	-14
-1	-5,66	-13
-1	-5,38	-14
-1	-5,48	-11
-1	-5,48	-13
-1	-4,86	-14
-1	-5,42	-15
-1	-5,16	-12
-1	-5,12	-10
-1	-5,08	-15
-1	-5,88	-15
-1	-5,58	-12
-1	-5,58	-13
-1	-5,44	-11
-1	-5,86	-15
-1	-6,26	-13
-1	-5,5	-13
-1	-5,44	-13
-1	-5,82	-12
-1	-4,9	-11
-1	-4,74	-12
-1	-5,8	-17
-1	-5,56	-14
-1	-5,96	-12
-1	-5,94	-14
-1	-6,02	-15
-1	-5,92	-15
-1	-5,28	-11
-1	-4,7	-12
-1	-5,08	-11
-1	-5,06	-12
-1	-5,82	-12
-1	-5,56	-12
-1	-5,14	-15
-1	-5,64	-12
-1	-5,64	-13
-1	-5,46	-13
-1	-5,42	-10
-1	-5,44	-12
-1	-5,06	-11
-1	-5,08	-11
-1	-4,72	-11
-1	-4,5	-13
-1	-4,78	-12
-1	-5,16	-12
-1	-5,16	-11
-1	-4,92	-20
-1	-5,32	-10
-1	-5,68	-16
-1	-5,54	-14
-1	-5,4	-13
-1	-5,82	-14
-1	-6,38	-15
-1	-5,9	-12
-1	-6,04	-16
-1	-5,26	-12
-1	-5,42	-14
-1	-5,92	-14
-1	-5,78	-13
-1	-5,46	-14
-1	-5,72	-13
-1	-5,4	-12
-1	-5,86	-17
-1	-6,38	-14
-1	-5,68	-13
-1	-5,64	-11
-1	-5,76	-15
-1	-5,6	-15
-1	-5,52	-12
-1	-5,8	-10
-1	-5,1	-13
-1	-4,62	-14
-1	-4,94	-17
-1	-5,06	-13
-1	-5,44	-18
-1	-5,2	-13
-1	-5,36	-12
-1	-5,56	-13
-1	-4,84	-11
-1	-4,7	-11
-1	-5,3	-13
-1	-5,82	-12
-1	-6,42	-14
-1	-5,42	-13
-1	-5,5	-16
-1	-5,52	-14
-1	-5,54	-14
-1	-5,5	-16
-1	-5,56	-11
-1	-5,42	-10
-1	-4,9	-11
-1	-5,46	-14
-1	-5,14	-14
-1	-5,2	-11
-1	-5,12	-14
-1	-4,8	-12
-1	-5	-13
-1	-5,22	-12
-1	-5,42	-13
-1	-4,78	-10
-1	-5,06	-13
-1	-5,72	-13
-1	-5,48	-11
-1	-4,98	-13
-1	-5,1	-10
-1	-5,42	-14
-1	-5,5	-12
-1	-5,48	-11
-1	-4,84	-13
-1	-4,42	-11
-1	-4,76	-12
-1	-4,68	-12
0	-4,5	-10
