Min	Avg	Max
-1	-4,66	-11
-1	-4,3	-12
-1	-4,7	-12
-1	-5,18	-11
-1	-4,46	-13
-1	-4,22	-14
-1	-4,46	-12
-1	-4,7	-14
-1	-4,26	-9
-1	-3,96	-9
-1	-4,66	-11
-1	-5,28	-13
-1	-5,02	-11
-1	-4,98	-11
-1	-5,62	-12
-1	-5,14	-12
-1	-4,52	-11
-1	-4,5	-11
-1	-4,88	-9
-1	-4,94	-13
-1	-4,7	-9
-1	-3,82	-11
-1	-3,68	-10
-1	-3,96	-14
-1	-4,6	-10
-1	-4,64	-11
-1	-4,2	-10
-1	-4,1	-11
-1	-4,68	-12
-1	-4,92	-14
-1	-4,64	-11
-1	-5,38	-11
-1	-4,88	-13
-1	-4,58	-10
-1	-4,32	-9
-1	-4,8	-13
-1	-4,96	-14
-1	-5,4	-11
-1	-5,24	-12
-1	-4,98	-13
-1	-4,7	-12
-1	-4	-9
-1	-4,04	-12
-1	-4,88	-13
-1	-5,34	-14
-1	-5,54	-17
-1	-5,02	-11
-1	-4,34	-14
-1	-5,06	-12
-1	-4,78	-13
-1	-4,74	-11
-1	-4,92	-13
-1	-4,66	-10
-1	-4,52	-12
-1	-4,58	-14
-1	-4,66	-15
-1	-4,42	-12
-1	-4,26	-16
-1	-4,88	-13
-1	-4,2	-14
-1	-4,1	-15
-1	-4,64	-10
-1	-4,46	-10
-1	-4,46	-9
-1	-4	-10
-1	-3,86	-11
-1	-3,96	-12
-1	-4,62	-11
-1	-4,56	-12
-1	-4,7	-12
-1	-4,72	-10
-1	-4,38	-10
-1	-4,8	-11
-1	-4,1	-10
-1	-4,66	-11
-1	-4,82	-11
-1	-4,74	-13
-1	-4,78	-12
-1	-4,76	-13
-1	-4,42	-11
-1	-4,54	-11
-1	-5,08	-11
-1	-5,2	-12
-1	-5,24	-13
-1	-5,7	-14
-1	-5,2	-14
-1	-5,28	-13
-1	-4,92	-11
-1	-4,8	-12
-1	-4,48	-11
-1	-4,02	-10
-1	-3,8	-9
-1	-4,26	-10
-1	-4	-12
-1	-3,92	-10
-1	-4,18	-9
-1	-3,88	-10
-1	-4,24	-13
-1	-4,72	-13
-1	-4,28	-11
-1	-4,54	-10
-1	-4,72	-11
-1	-4,7	-11
-1	-4,22	-10
-1	-4,48	-11
-1	-4,2	-14
-1	-4,26	-10
-1	-5,18	-12
-1	-4,34	-15
-1	-4,06	-9
-1	-4,2	-9
-1	-4,82	-11
-1	-4,68	-12
-1	-5,1	-13
-1	-5,16	-14
-1	-5,52	-13
-1	-4,54	-13
-1	-4,76	-11
-1	-4,48	-10
-1	-5,1	-10
-1	-5,4	-13
-1	-5,12	-12
-1	-5,16	-13
-1	-5,38	-10
-1	-4,78	-13
-1	-4,64	-12
-1	-3,96	-12
-1	-3,74	-8
-1	-3,66	-9
-1	-4,2	-12
-1	-4,72	-12
-1	-4,3	-10
-1	-4,96	-10
-1	-4,22	-10
-1	-4,46	-11
-1	-4,38	-11
-1	-4,32	-15
-1	-4,1	-12
-1	-4,36	-9
-1	-4,04	-8
-1	-4,28	-10
-1	-5,06	-11
-1	-4,3	-12
-1	-3,94	-15
-1	-4,36	-12
-1	-4,62	-9
-1	-4,56	-10
-1	-4,56	-11
-1	-4,42	-11
-1	-4,74	-9
-1	-4,54	-9
-1	-4,86	-13
-1	-4,7	-15
-1	-4	-9
-1	-4,12	-14
-1	-5,12	-14
-1	-4,78	-18
-1	-3,98	-10
-1	-4,56	-13
-1	-4,24	-12
-1	-4,54	-13
-1	-4,96	-12
-1	-4,44	-11
-1	-4,48	-9
-1	-4,52	-11
-1	-5,02	-14
-1	-5,42	-12
-1	-5,12	-10
-1	-4,64	-12
-1	-4,04	-9
-1	-4,46	-12
-1	-4,42	-11
-1	-4,54	-10
-1	-4,7	-11
-1	-4,74	-12
-1	-4,34	-12
-1	-4,58	-10
-1	-4,16	-9
-1	-4,86	-16
-1	-4,8	-10
-1	-5,14	-13
-1	-4,64	-11
-1	-4,3	-11
-1	-4,16	-12
-1	-4,26	-12
-1	-4,14	-10
-1	-3,96	-10
-1	-4,34	-12
-1	-4,32	-12
-1	-4,8	-12
-1	-4,06	-9
-1	-3,34	-9
-1	-4,08	-14
-1	-4,46	-14
-1	-4,5	-10
-1	-4,88	-12
-1	-3,88	-9
-1	-4,14	-10
-1	-3,72	-11
-1	-4,48	-10
-1	-4,86	-11
-1	-3,96	-10
-1	-4,32	-11
-1	-4,26	-12
-1	-4,14	-13
-1	-4,76	-11
-1	-4,46	-10
-1	-4,56	-15
-1	-4,4	-11
-1	-4,44	-10
-1	-4,32	-11
-1	-4,5	-10
-1	-4,58	-10
-1	-4,38	-11
-1	-4,32	-15
-1	-4,5	-10
-1	-5,04	-12
-1	-5,14	-14
-1	-4,98	-13
-1	-4,38	-11
-1	-3,9	-10
-1	-3,56	-10
-1	-3,76	-9
-1	-3,86	-9
-1	-4,48	-11
-1	-4,36	-9
-1	-5,02	-11
-1	-5,28	-16
-1	-4,7	-9
-1	-5	-10
-1	-4,64	-12
0	-4,22	-10
